	Age	Current Position	Name	Price	Shares Traded	Since	symbol
3	51.0	Co-Chief Executive Officer and Co-Chief Investment Officer	Peter Moglia			2018.0	ARE.N
4	57.0	Co-Chief Executive Officer	Stephen Richardson			2018.0	ARE.N
5	47.0	Co-Chief Operating Officer, General Counsel, Corporate Secretary	Jennifer Banks			2018.0	ARE.N
6	60.0	Co-Chief Operating Officer, Regional Market Director – Maryland	Lawrence Diamond			2018.0	ARE.N
7	57.0	Executive Vice President, Regional Market Director - New York City	John Cunningham			2017.0	ARE.N
8		Senior Vice President - Finance, Treasurer	Marc Binda			2018.0	ARE.N
9	52.0	Co-Chief Investment Officer and Regional Market Director — San Diego	Daniel Ryan			2018.0	ARE.N
10	47.0	Chief Development Officer	Vincent Ciruzzi			2015.0	ARE.N
11	53.0	Lead Independent Director	Steven Hash			2016.0	ARE.N
12	58.0	Director	James Richardson			2009.0	ARE.N
13	74.0	Independent Director	John Atkins			2007.0	ARE.N
14	60.0	Independent Director	James Cain			2015.0	ARE.N
15	64.0	Independent Director	Maria Freire			2012.0	ARE.N
16	62.0	Independent Director	Richard Klein			2003.0	ARE.N
17	57.0	Independent Director	Michael Woronoff			2017.0	ARE.N
0	64.0	independent Chairman of the Board	David Brennan			2017.0	ALXN.OQ
1	55.0	Chief Executive Officer, Director	Ludwig Hantson			2017.0	ALXN.OQ
2	56.0	Chief Financial Officer, Executive Vice President	Paul Clancy			2017.0	ALXN.OQ
3	49.0	Chief Commercial Officer&Executive; Vice President	Brian Goff			2017.0	ALXN.OQ
4	48.0	Independent Director	Felix Baker			2015.0	ALXN.OQ
5	65.0	Independent Director	Christopher Coughlin			2014.0	ALXN.OQ
6	55.0	Independent Director	Deborah Dunsire			2018.0	ALXN.OQ
7	75.0	Independent Director	Paul Friedman			2017.0	ALXN.OQ
8	67.0	Independent Director	John Mollen			2014.0	ALXN.OQ
9	61.0	Independent Director	Francois Nader			2017.0	ALXN.OQ
10	54.0	Independent Director	Judith Reinsdorf			2018.0	ALXN.OQ
11	61.0	Independent Director	Andreas Rummelt			2010.0	ALXN.OQ
0	69.0	Independent Chairman of the Board	Charles Larkin			2006.0	ALGN.OQ
1	61.0	President, Chief Executive Officer, Director	Joseph Hogan			2015.0	ALGN.OQ
2	51.0	Chief Financial Officer and Senior Vice President, Global Finance	John Morici			2016.0	ALGN.OQ
3	53.0	Chief Technology Officer and Senior Vice President, Global Research & Development	Zelko Relic			2018.0	ALGN.OQ
4	51.0	Senior Vice President and Managing Director, EMEA	Simon Beard			2015.0	ALGN.OQ
5	40.0	Senior Vice President and Managing Director, Doctor Directed Consumer Channel	Jennifer Olson			2018.0	ALGN.OQ
6	51.0	Senior Vice President and Managing Director, Asia Pacific	Julie Tay			2018.0	ALGN.OQ
7	46.0	Senior Vice President of Global Human Resources	Stuart Hockridge			2018.0	ALGN.OQ
8	52.0	Senior Vice President, Chief Legal and Regulatory Officer	Roger George			2018.0	ALGN.OQ
9	43.0	Senior Vice President, Global Information Technology	Sreelakshmi Kolli			2018.0	ALGN.OQ
10	48.0	Senior Vice President, Global Operations	Emory Wright			2018.0	ALGN.OQ
11		Vice President and General Manager - United States	Brad Jergenson			2018.0	ALGN.OQ
12		Vice President and General Manager - of Canada	Sian Roberts			2017.0	ALGN.OQ
13	46.0	Chief Marketing Portfolio and Business Development Officer, and Senior Vice President iTero Scanner and Services	Raphael Pascaud			2018.0	ALGN.OQ
14	62.0	Director	Thomas Prescott			2015.0	ALGN.OQ
15	54.0	Independent Director	Kevin Dallas			2018.0	ALGN.OQ
16	62.0	Independent Director	Joseph Lacob			1997.0	ALGN.OQ
17	66.0	Independent Director	George Morrow			2006.0	ALGN.OQ
18	60.0	Independent Director	Andrea Saia			2013.0	ALGN.OQ
19	66.0	Independent Director	Gregory Santora			2003.0	ALGN.OQ
20	57.0	Independent Director	Susan Siegel			2017.0	ALGN.OQ
21	55.0	Independent Director	Warren Thaler			2004.0	ALGN.OQ
22		Corporate and Investor Relations Contact	Shirley Stacy				ALGN.OQ
0	60.0	Chairman of the Board, President, Chief Executive Officer	David Petratis			2013.0	ALLE.N
1	55.0	Chief Financial Officer, Senior Vice President	Patrick Shannon				ALLE.N
2	49.0	Senior Vice President, Chief Information Officer	Tracy Kemp			2015.0	ALLE.N
3	58.0	Senior Vice President, General Counsel	Jeffrey Braun			2014.0	ALLE.N
4	56.0	Senior Vice President, Americas	Timothy Eckersley				ALLE.N
5	51.0	Senior Vice President - Technology and Engineering	Todd Graves			2016.0	ALLE.N
6	46.0	Senior Vice President - Human Resources and Communications	Shelley Meador				ALLE.N
7	53.0	Senior Vice President, EMEIA	Lucia Moretti				ALLE.N
8	60.0	Senior Vice President - Global Operations and Integrated Supply Chain	Chris Muhlenkamp			2014.0	ALLE.N
9	47.0	Senior Vice President - Asia Pacific	Jeffrey Wood				ALLE.N
10	59.0	Chief Accounting Officer, Vice President, Controller	Douglas Ranck				ALLE.N
11		Vice President, Treasurer & Investor Relations	Mike Wagnes			2017.0	ALLE.N
12	58.0	Lead Independent Director	Kirk Hachigian			2013.0	ALLE.N
13	57.0	Independent Director	Carla Cico			2013.0	ALLE.N
14	46.0	Independent Director	Nicole Haughey			2017.0	ALLE.N
15	66.0	Independent Director	Dean Schaffer			2014.0	ALLE.N
16	61.0	Independent Director	Charles Szews			2018.0	ALLE.N
17	69.0	Independent Director	Martin Welch			2013.0	ALLE.N
0	48.0	Chairman of the Board, President, Chief Executive Officer	Brenton Saunders			2016.0	AGN.N
1	52.0	Chief Financial Officer	Matthew Walsh			2018.0	AGN.N
2	54.0	Chief Human Resource Officer	Karen Ling			2016.0	AGN.N
3	50.0	Executive Vice President - Global Operations	Wayne Swanton			2017.0	AGN.N
4	47.0	Chief Accounting Officer	James D'Arecca			2013.0	AGN.N
5	50.0	Chief Commercial Officer	William Meury			2016.0	AGN.N
6	63.0	Chief R&D; Officer	C. Nicholson			2015.0	AGN.N
7	54.0	Chief Legal Officer and Corporate Secretary	A. Robert Bailey			2016.0	AGN.N
8	65.0	Lead Independent Director	Christopher Coughlin			2016.0	AGN.N
9	61.0	Director	Carol Davidson			2018.0	AGN.N
10	63.0	Director	Thomas Freyman			2018.0	AGN.N
11		Director	Michael Greenberg			2018.0	AGN.N
12	60.0	Independent Director	Nesli Basgoz			2014.0	AGN.N
13	71.0	Independent Director	Joseph Boccuzi			2017.0	AGN.N
14	62.0	Independent Director	Christopher Bodine			2013.0	AGN.N
15	59.0	Independent Director	Adriane Brown			2017.0	AGN.N
16	59.0	Independent Director	Catherine Klema			2016.0	AGN.N
17	59.0	Independent Director	Peter McDonnell			2015.0	AGN.N
18		IR Contact Officer	Karina Calzadilla			2017.0	AGN.N
0	65.0	Independent Non-Executive Chairman of the Board	Robert Minicucci			2009.0	ADS.N
1	55.0	President, Chief Executive Officer, Director	Edward Heffernan			2009.0	ADS.N
2	57.0	Chief Financial Officer, Executive Vice President	Charles Horn			2009.0	ADS.N
3	49.0	Executive Vice President ; President, Epsilon	Bryan Kennedy			2009.0	ADS.N
4	59.0	Executive Vice President, President - Card Services	Melisa Miller			2011.0	ADS.N
5	54.0	Executive Vice President; President of LoyaltyOne	Bryan Pearson			2006.0	ADS.N
6	46.0	Senior Vice President, Chief Accounting Officer	Laura Santillan			2010.0	ADS.N
7	56.0	Senior Vice President, General Counsel, Secretary	Joseph Motes			2015.0	ADS.N
8	78.0	Independent Director	Bruce Anderson			1996.0	ADS.N
9	66.0	Independent Director	Roger Ballou			2001.0	ADS.N
10	49.0	Independent Director	Kelly Barlow			2017.0	ADS.N
11	76.0	Independent Director	E. Linn Draper			2005.0	ADS.N
12	74.0	Independent Director	Kenneth Jensen			2001.0	ADS.N
13	57.0	Independent Director	Timothy Theriault			2016.0	ADS.N
14	61.0	Independent Director	Laurie Tucker			2015.0	ADS.N
15		IR Contact Officer	Tiffany Louder			2017.0	ADS.N
0	59.0	Chairman of the Board, Chief Executive Officer	Patricia Kampling			2018.0	LNT.N
1	54.0	President	John Larsen			2018.0	LNT.N
2	47.0	Chief Financial Officer, Senior Vice President, Treasurer	Robert Durian			2018.0	LNT.N
3	57.0	Senior Vice President, General Counsel, Secretary	James Gallegos			2015.0	LNT.N
4	64.0	Senior Vice President	Douglas Kopp			2014.0	LNT.N
5	62.0	Senior Vice President	Wayne Reschke			2016.0	LNT.N
6	43.0	Chief Accounting Officer, Controller	Benjamin Bilitz			2016.0	LNT.N
7	66.0	Lead Independent Director	Dean Oestreich			2005.0	LNT.N
8	53.0	Director	Roger Newport			2018.0	LNT.N
9	53.0	Independent Director	Patrick Allen			2011.0	LNT.N
10	65.0	Independent Director	Michael Bennett				LNT.N
11	54.0	Independent Director	Deborah Dunie			2015.0	LNT.N
12	69.0	Independent Director	Darryl Hazel			2006.0	LNT.N
13	66.0	Independent Director	Singleton McAllister			2001.0	LNT.N
14	60.0	Independent Director	Thomas O Toole			2015.0	LNT.N
15	50.0	Independent Director	Carol Sanders			2005.0	LNT.N
16	61.0	Independent Director	Susan Whiting			2013.0	LNT.N
17		Manager - Investor Relations	Susan Gille				LNT.N
0	60.0	Chairman of the Board, President, Chief Executive Officer	Thomas Wilson			2018.0	ALL.N
1	61.0	Vice Chairman of the Board	Steven Shebik			2018.0	ALL.N
2	51.0	Chief Financial Officer, Executive Vice President	Mario Rizzo			2018.0	ALL.N
3	56.0	President - Service Businesses AIC	Don Civgin			2018.0	ALL.N
4	53.0	President - Allstate Financial of AIC	Mary Fortin			2015.0	ALL.N
5	52.0	President - Allstate Personal Lines	Glenn Shapiro			2018.0	ALL.N
6	61.0	President of The Allstate Corporation and of AIC	Matthew Winter			2016.0	ALL.N
7		Executive Vice President and Chief Marketing, Innovation and Corporate Relations Officer	Elizabeth Brady			2018.0	ALL.N
8	60.0	Executive Vice President, General Counsel, Secretary - The Allstate Corporation and of AIC (Chief Legal Officer).	Susan Lees			2013.0	ALL.N
9	51.0	Executive Vice President - Human Resources of AIC	Harriet Harty				ALL.N
10	44.0	Senior Vice President, Chief Accounting Officer, Controller	Eric Ferren			2017.0	ALL.N
11	72.0	Senior Group Vice President - Allstate Insurance Company	Samuel Pilch			2017.0	ALL.N
12	49.0	Executive Vice President - Marketing, Innovation and Corporate Relations of AIC	Sanjay Gupta			2012.0	ALL.N
13	57.0	Executive Vice President - Enterprise Technology and Strategic Ventures of AIC	Suren Gupta			2015.0	ALL.N
14	64.0	Lead Independent Director	Judith Sprieser			2016.0	ALL.N
15	58.0	Director	Margaret Keane			2018.0	ALL.N
16	65.0	Director	Gregg Sherrill			2017.0	ALL.N
17	58.0	Independent Director	Kermit Crawford			2013.0	ALL.N
18	68.0	Independent Director	Michael Eskew			2014.0	ALL.N
19	59.0	Independent Director	Siddharth Mehta			2014.0	ALL.N
20	59.0	Independent Director	Jacques Perold			2015.0	ALL.N
21	62.0	Independent Director	Andrea Redmond			2010.0	ALL.N
22	74.0	Independent Director	John Rowe			2012.0	ALL.N
23	68.0	Independent Director	Mary Taylor			2000.0	ALL.N
24	61.0	Independent Director	Perry Traquina			2016.0	ALL.N
0	54.0	Chairman of the Board, President, Chief Operating Officer, Executive Vice President	Howard Willard			2018.0	MO.N
1	48.0	Chief Financial Officer, Executive Vice President	William Gifford			2015.0	MO.N
2	42.0	President and Chief Executive Officer, Philip Morris USA Inc	Kevin Crosthwaite			2017.0	MO.N
3	65.0	President and Chief Executive Officer of Altria Group Distribution Company	Craig Johnson			2011.0	MO.N
4	44.0	President & Chief Executive Officer of U.S. Smokeless Tobacco Company LLC	Brian Quigley			2012.0	MO.N
5	58.0	Executive Vice President, General Counsel	Murray Garnick			2017.0	MO.N
6	51.0	Senior Vice President - Human Resources, Compliance and Information Services and Chief Compliance Officer	Charles Whitaker			2012.0	MO.N
7	54.0	Senior Vice President - Research, Development and Sciences	James Dillard			2017.0	MO.N
8	52.0	Senior Vice President - Strategy, Planning and Procurement	Salvatore Mancuso			2017.0	MO.N
9	52.0	Vice President, Corporate Secretary and Associate General Counsel	William Surgner			2018.0	MO.N
10	51.0	Vice President, Controller	Ivan Feldman			2012.0	MO.N
11	48.0	Vice President, Treasurer	Daniel Bryant			2015.0	MO.N
12	74.0	Independent Director	John Casteen			2010.0	MO.N
13	70.0	Independent Director	Dinyar Devitre			2008.0	MO.N
14	63.0	Independent Director	Thomas Farrell			2008.0	MO.N
15	61.0	Independent Director	Debra Kelly-Ennis			2013.0	MO.N
16	71.0	Independent Director	William Kiely			2011.0	MO.N
17	61.0	Independent Director	Kathryn McQuade			2012.0	MO.N
18	66.0	Independent Director	George Munoz			2004.0	MO.N
19	54.0	Independent Director	Mark Newman			2018.0	MO.N
20	71.0	Independent Director	Nabil Sakkab			2008.0	MO.N
21	57.0	Independent Director	Virginia Shanks			2017.0	MO.N
0	54.0	Chairman of the Board, President, Chief Executive Officer	Jeffrey Bezos			2000.0	AMZN.OQ
1	54.0	Chief Financial Officer, Senior Vice President	Brian Olsavsky			2015.0	AMZN.OQ
2	50.0	Chief Executive Officer of Amazon Web Services	Andrew Jassy			2016.0	AMZN.OQ
3	51.0	Chief Executive Officer - Worldwide Consumer	Jeffrey Wilke			2016.0	AMZN.OQ
4	54.0	Senior Vice President, General Counsel, Secretary	David Zapolsky			2014.0	AMZN.OQ
5	48.0	Senior Vice President - Business Development	Jeffrey Blackburn			2006.0	AMZN.OQ
6	53.0	Vice President, Worldwide Controller, Principal Accounting Officer	Shelley Reynolds			2007.0	AMZN.OQ
7	78.0	Independent Director	Tom Alberg			2016.0	AMZN.OQ
8	67.0	Independent Director	Jamie Gorelick			2012.0	AMZN.OQ
9	59.0	Independent Director	Daniel Huttenlocher			2016.0	AMZN.OQ
10	65.0	Independent Director	Judith McGrath			2014.0	AMZN.OQ
11	61.0	Independent Director	Jonathan Rubinstein			2010.0	AMZN.OQ
12	73.0	Independent Director	Thomas Ryder			2011.0	AMZN.OQ
13	61.0	Independent Director	Patricia Stonesifer			2017.0	AMZN.OQ
14	58.0	Independent Director	Wendell Weeks			2016.0	AMZN.OQ
0	56.0	Chairman of the Board, President, Chief Executive Officer	Warner Baxter			2014.0	AEE.N
1	51.0	Chief Financial Officer, Executive Vice President	Martin Lyons			2013.0	AEE.N
2	56.0	Senior Vice President - Finance, Chief Accounting Officer	Bruce Steinke			2013.0	AEE.N
3	60.0	Senior Vice President, General Counsel, Secretary	Gregory Nelson			2011.0	AEE.N
4		Senior Vice President and Chief Digital Information Officer	Bhavani Amirthalingam			2018.0	AEE.N
5	56.0	Director	Craig Ivey			2018.0	AEE.N
6	64.0	Independent Director	Catherine Brune			2011.0	AEE.N
7	66.0	Independent Director	J. Edward Coleman			2016.0	AEE.N
8	55.0	Independent Director	Ward Dickson			2018.0	AEE.N
9	57.0	Independent Director	Ellen Fitzsimmons			2009.0	AEE.N
10	62.0	Independent Director	Rafael Flores			2015.0	AEE.N
11	71.0	Lead Independent Director	Walter Galvin			2014.0	AEE.N
12	61.0	Independent Director	Richard Harshman			2013.0	AEE.N
13	71.0	Independent Director	Gayle Jackson			2005.0	AEE.N
14	65.0	Independent Director	James Johnson			2005.0	AEE.N
15	61.0	Independent Director	Steven Lipstein			2010.0	AEE.N
16	69.0	Independent Director	Stephen Wilson			2009.0	AEE.N
17		Senior Director - Investor Relations	Doug Fischer			2016.0	AEE.N
0	54.0	President	Robert Isom			2016.0	AAL.OQ
1	55.0	Chief Executive Officer, Director	William Parker			2013.0	AAL.OQ
2	53.0	Chief Financial Officer, Executive Vice President	Derek Kerr			2013.0	AAL.OQ
3	52.0	Executive Vice President, Chief Information Officer	Maya Leibman			2015.0	AAL.OQ
4	52.0	Executive Vice President - People and Communications	Elise Eberwein			2013.0	AAL.OQ
5	61.0	Executive Vice President - Corporate Affairs	Stephen Johnson			2013.0	AAL.OQ
6	60.0	Lead Independent Director	John Cahill			2013.0	AAL.OQ
7	67.0	Independent Director	James Albaugh			2013.0	AAL.OQ
8	55.0	Independent Director	Jeffrey Benjamin			2013.0	AAL.OQ
9	54.0	Independent Director	Michael Embler			2013.0	AAL.OQ
10	65.0	Independent Director	Matthew Hart			2013.0	AAL.OQ
11	73.0	Independent Director	Alberto Ibarguen			2013.0	AAL.OQ
12	74.0	Independent Director	Richard Kraemer			2013.0	AAL.OQ
13	66.0	Independent Director	Susan Kronick			2015.0	AAL.OQ
14	55.0	Independent Director	Martin Nesbitt			2015.0	AAL.OQ
15	59.0	Independent Director	Denise O'Leary			2013.0	AAL.OQ
16	70.0	Independent Director	Ray Robinson			2013.0	AAL.OQ
17	65.0	Independent Director	Richard Schifter			2013.0	AAL.OQ
18		IR Contact Officer	Daniel Cravens				AAL.OQ
0	57.0	Chairman of the Board, President, Chief Executive Officer	Nicholas Akins			2014.0	AEP.N
1	50.0	Chief Financial Officer, Executive Vice President	Brian Tierney			2009.0	AEP.N
2	57.0	Executive Vice President, Chief Administrative Officer	Lana Hillebrand			2017.0	AEP.N
3	48.0	Executive Vice President, General Counsel, Secretary	David Feinberg			2013.0	AEP.N
4	54.0	Executive Vice President - Utilities	Paul Chodak			2017.0	AEP.N
5	58.0	Executive Vice President - External Affairs for AEP	Charles Patton			2017.0	AEP.N
6	57.0	Executive Vice President - Energy Supply	Charles Zebula			2013.0	AEP.N
7	42.0	Vice President and Chief Digital Officer	Derek Kramer			2018.0	AEP.N
8	52.0	Executive Vice President - Transmission of AEPSC	Lisa Barton			2011.0	AEP.N
9	58.0	Executive Vice President - Generation of AEPSC	Mark McCullough			2011.0	AEP.N
10	68.0	Lead Independent Director	Thomas Hoaglin			2012.0	AEP.N
11	69.0	Independent Director	David Anderson			2011.0	AEP.N
12	66.0	Independent Director	J. Barnie Beasley			2014.0	AEP.N
13	70.0	Independent Director	Ralph Crosby			2006.0	AEP.N
14	56.0	Independent Director	Linda Goodspeed			2005.0	AEP.N
15	60.0	Independent Director	Sandra Lin			2012.0	AEP.N
16	70.0	Independent Director	Richard Notebaert			2011.0	AEP.N
17	63.0	Independent Director	Lionel Nowell			2004.0	AEP.N
18	65.0	Independent Director	Steve Rasmussen			2012.0	AEP.N
19	65.0	Independent Director	Oliver Richard			2013.0	AEP.N
20	62.0	Independent Director	Sara Tucker			2009.0	AEP.N
21		IR Contact Officer	Kathleen Kozero				AEP.N
0	59.0	Chairman of the Board, Chief Executive Officer	Stephen Squeri			2018.0	AXP.N
1	57.0	Chief Financial Officer, Executive Vice President	Jeffrey Campbell			2013.0	AXP.N
2	57.0	Group President - Global Consumer Services	Douglas Buckminster			2018.0	AXP.N
3	52.0	President - Global Services Group	Paul Fabara			2018.0	AXP.N
